title,genre,director,actor,synopsis,img
내 생애 최악의 남자,"드라마, 멜로/로맨스",손현희,"탁재훈, 김선아, 염정아","걸핏하면 술 먹고 쓰러져있는 주연(염정아)을 업어다 나르기 10년째.
자기가 무슨 양갓집 규수인양, 칼 같은 귀가 시간을 지키는 성태(탁재훈)의 소개팅 뒷수습 10년째.
남녀 사이에도 완벽한 우정이 존재할 수 있음을 입증하며 10년을 함께해온 주연과 성태. 하지만 그들 주위엔 온통 결혼 이야기뿐이다. 친구들 중 유일하게 노처녀로 남겨진 주연을 위로하기 위해 2차까지 함께한 성태. 그러나 10년 우정은 하룻밤 사이에 깨져버렸다! 두 사람, 다음날 한 이불 속에서 눈을 뜬 것!

어떻게 쌓아온 우정인데… 하룻밤의 실수를 조용히 덮어두기로 하며 영원한 우정을 약속하는 화해의 잔을 나눠 마신 주연과 성태. 그리고 다음 날 아침, 문제의 모텔에서 그 모습 그대로 눈을 뜬다. 이 질긴 악연이 운명임을 받아들이기로 한 두 사람. 하지만 의외로 결혼 행진곡은 감미롭고 신혼 생활은 핑크 빛으로 빛난다. 두 사람은 완벽한 행복의 나날을 결심하며 유부남, 유부녀로서의 첫 날을 맞이 하는데…

신혼여행 다음날, 결혼 1일차 부부에게 최초이자 최악의 시련이 닥쳐온다. 바로 엄청난 매력으로 무장한 이상형이 그들 앞에 나타난 것! 섹시한 노련미로 성태를 유혹하는 유능한 편집장과 풋풋한 달콤함으로 주연을 사로잡는 광고감독. 이들의 아찔한 미소 한 방에 신혼의 단꿈은 악몽으로 변해버린다.
어떻게든 정 붙이고 살아보려 해도 이미 업그레이드 되어버린 눈에 서로는 '하자' 투성이로 보일 뿐이다. 며칠 전만해도 서로를 구제해준 인생의 은인이 바로 다음날, 꿈에 그리던 완벽한 이상형과 행복의 나라로 떠나려는 자신들의 발목을 잡는 생애 최악의 상대가 되어 버리는데…",./static/image_resized/961.jpg
구세주 2,코미디,황승재,"최성국, 이영은","꽃보다 나쁜 남자, 임정환 인생의 시즌2는 ‘택시드라이버’로 컴백! 국내 최고의 택시 재벌 ‘명신 운수’ 후계자 임정환(최성국 役). 전국 나이트를 평정하고 전세계 명품으로 온몸을 치장한 그에게 청천벽력같이 불어 닥친 위기가 있으니 그것은 바로 신화그룹 강회장도 울고 갈 명신운수 사장, 어머니의 한마디 “너 내일부터 택시 몰아 돈벌어!” 그 동안 흥청망청 쓴 돈과 회사 금고에서 훔친 돈을 한달 안에 모두 갚으라는 것! 일해본 적 없는 정환은 마지못해 운전대를 잡지만 뺀질거리고 근무태만에 승차거부를 일삼더니 결국 택시를 담보로 사채까지 쓰며 여전히 사고를 친다. 그러던 중 그의 첫 손님이자 택시비를 안내고 병원으로 사라진 은지(이영은 役)를 만나게 된다. 정환은 그녀를 찾아가 택시비 대신 반지를 담보로 받아내지만 잃어버리게 되고, 이후 택시비를 갚으러 찾아온 은지는 반지값을 핑계로 정환을 괴롭힌다. 이 와중에 정환은 잠시 접어놓을 수 밖에 없었던 내면의 카사노바 기질이 되살아나는데…. 아 신이시여! 이번에도 막장 인생의 임정환을 구원하실 수 있겠사옵니까?",./static/image_resized/962.jpg
라이어,"코미디, 멜로/로맨스",김경형,"주진모, 공형진","택시업계 얼짱 타이틀 보유자 복병을 만나다!

인물 수려하고 성품 훌륭한 ‘모범’ 택시 운전사 정만철(주진모 분). 사랑에 목숨 거는 그는 현재 섹시한 정애(송선미 분), 청순한 명순(서영희 분)과 쌍방향 러브, 즉 ‘양다리’ 진행중이다. 그러던 어느 날, 그의 행복하던 일상이 악몽으로 돌변하는 사건이 발생했다. 엉겁결에 잡은 현상수배범 덕분에 사회적 관심을 한 몸에 받게 된 것이다. 시민 영웅을 취재하기 위해 몰려드는 매스컴, 범인과 그의 관계를 의심하는 경찰, 과연 그는 이중 생활이 발각되기 직전의 대위기를 어떻게 모면할 것인가?

상황은 악화일로! 누군가 날 좀 도와줘~

한 순간을 모면하기 위해 엉겁결에 내뱉은 거짓말을 수습하기 위해 지푸라기라도 잡는 심정으로 백수 동창 노상구(공형진 분)에게 도움을 청한 만철. 그러나 상구의 어설픈 어시스트는 불난 집에 기름 붓는 격이었으니... 각기 다른 이유로 만철을 의심하는 박형사(손현주 분)와 김기자(임현식 분)가 그를 밀착 마크하기 시작하면서 만철의 거짓말은 점점 돌이킬 수 없이 부풀어만 가는데...",./static/image_resized/963.jpg
클럽 버터플라이,드라마,김재수,"김영호, 아니타, 남현, 윤동환, 김현희","경과 혁은 유치원에 다니는 아들을 둔 30대의 평범한 맞벌이 부부. 정신없이 지나가던 일상... 문득 性의 딜레마가 이들을 잠식하기 시작한다. 혁은 아내와 섹스가 하고 싶다. 그러나 아내는 잠만 잔다. 맘도 몰라주는 아내가 야속하기만 한데... 아내 경도 남편과 섹스가 하고 싶다. 그런데 남편은 눈치 없이 피곤할 때만 하자고 한다. 급기야 경은 둘만의 여행을 떠나자고 제안한다. 우는 아내인 숙을 사랑(?)한다. 숙도 남편인 우를 사랑(?)한다. 이들에게 섹스란 행복의 보고이다. 이들은 정기적으로 다른 사람의 아내와 남편과 섹스를 즐긴다. 대신 정해진 룰은 반드시 지킨다. 은근한 불빛, 와인한잔... 혁과 경은 오랫만에 신혼기분을 내려하는 데... 혁은 여전히 아내와의 섹스가 고민이다. 이런 혁에게 의문의 메일이 배달되기 시작한다.96",./static/image_resized/964.jpg
어깨동무,코미디,조진규,"김아중, 이성진, 이문식, 유동근","사건추적 24시 -나 특수부 형사야! 테이프 어딨어 ??? -근데 아저씨 형사 맞아요? 내 인생의 로또! 수상한 테이프, 찾아요~ 한방 터뜨리고 인생 대 역전을 꿈꾸는 어설픈 조직의 두목 태식(유동근 分)과 그의 똘마니 꼴통(이문식 分)과 쌍칼(최령 分). 그들은 대기업 회장의 사주로 그의 정치 비자금 비리가 찍힌 메가톤급 시크리트 테이프를 손에 넣는다. 여기에 덤으로 형사 신분증까지 손에 넣게 된 그들… 그러나 성공의 기쁨도 잠깐, 문제의 테이프는 오리무중 사라지는데…. 어설픈 어깨들, 프로급 짭새로 데뷔하다! 형사 신분증을 손에 넣게 된 ‘어깨’ 태식 일당, 얼떨결에 잘 나가는 형사가 된다. 풍부한 현장 경험과 속속들이 꿰고 있는 음지 인생의 생리까지 모두 섭렵한 어깨들, 웬만한 형사 뺨친다. 종종 손발이 따로 노는 수족, 꼴통과 쌍칼 때문에 위기를 겪지만 이제 형사 태식 일당 앞에서 문제될 사건은 아무것도 없다. 더구나 진짜 형사들의 존경까지 받게 되는데… 아~ 그냥 형사로 전업해버릴까? 얼떨결에 한 배를 탄 ‘어깨들’과 ‘동무’ 그들의 배는 산으로 갔다 비디오 가게에서 그 문제의 테이프를 우연히 손에 넣게 된 어리버리 동네청년, 동무(이성진分). 태식일당은 테이프 회수를 위해 형사인 척하며 동무를 공갈협박한다. 이제 태식일당과 동무는 얼떨결에 한 배를 타고 골칫거리 비디오 테이프를 찾아 사방팔방 헤매며 쫓고 쫓기는 추적을 시작하지만, 영~ 손발이 안 맞는 그들… 과연 비디오 테이프를 손에 넣을 수 있을까?",./static/image_resized/965.jpg
상사부일체,"코미디, 액션",심승보,"손창민, 박상면, 김성민, 서지혜, 공정환, 이성재","드디어 대학교 졸업장을 따고 강남을 맡게 된 계두식. 조직의 구조를 글로벌 하게 만들라는 큰형님 하명에 따라 ‘대기업 벤치마킹 프로젝트’를 강행하게 된다. 조직원 중 한 명을 대기업에 입사 시켜야 하는 것. 이에 모든 조직원들은 유일한 4년제 대학졸업자 두식을 연호하는데... 대기업에 위장 입사한 두식, 그러나 부서 배정의 오류로 기대했던 기획실이 아닌 보험영업을 맡는다. 졸지에 FC(Financial Consultant)가 된 것, 이러한 두식을 도와 상두와 대가리는 조직원을 동원, 창립 이후 사상 유례없는 첫 달500건이라는 경이로운 실적을 올리고, 보험왕이 된 두식은 겨우 회장의 특별 지시로 기획실에 입성한다. 한편, 친하게 지내던 만년대리 김대리와 입사동기 수정에 대한 박소장의 횡포는 더욱 심해지고, 결국 김대리는 구조조정을 당한다. 박소장의 횡포와 회사의 비리, 말도 안 되는 처사에 두식은 기어이 폭발하고... 박소장의 배후에 있는 조직, 북어파와 러시아 마피아까지 합세한 이들을 상대로 도전장을 던지는데...과연 영동파 넘버 2, 신입사원 계두식은 회사에서 무사히 글로벌 경영을 배우고 조직으로 복귀할 수 있을까?",./static/image_resized/966.jpg
여고괴담 4 : 목소리,공포(호러),최익환,"김옥빈, 서지혜, 추현경, 윤영, 최혜윤, 차예련","영언, 귀신이 되어 학교를 맴돌다 음산한 소리로 가득 찬 성원여고 지하 기계실. 영언과 선민은 이곳을 비밀 아지트로 삼은 둘도 없는 단짝 친구다. 교내 방송반 아나운서를 맡을 정도로 활기찬 선민과 달리 영언은 뛰어난 노래 실력 외에는 눈에 띄지 않는 조용한 아이. 늦은 밤, 텅 빈 음악실에 홀로 남아 노래 연습을 하는 영언의 노래 사이로 낯선 목소리가 끼어든다. 잿빛 교정을 감싸는 아름다운 화음의 노래 소리. 그 날 밤, 영언이 살해된다. 선민, 죽은 영언의 목소리를 듣다. 지루한 아침 조회시간, 선민은 영언의 빈자리가 계속 맘에 걸린다. 점심 방송을 진행하던 선민은 애타게 자신을 부르는 영언의 목소리를 듣는다. 하지만 비좁은 방송 부스 안에는 오직 선민 뿐! 선민은 실체 없는 영언의 목소리에 그만 그 자리에서 기절하고 만다. 선민은 영언의 목소리가 오직 자신에게만 들린다는 사실이 두렵지만, 목소리만 남은 친구를 외면 할 수 없다. 그러나 어젯밤 쓰러졌다던 엘리베이터 앞은 물론 학교 어느 곳에서도 영언의 흔적은 찾을 수 없고... 고심하던 선민은 평소 영언에게 각별한 관심을 보였던 음악 선생 희연을 의심한다. 그 날 밤, 영언과 함께 음악실을 찾은 선민. 깜깜한 음악실, 보면대 사이를 헤집던 선민은 첼로 줄에 목 맨 희연 선생의 시체와 마주하고 경악한다. 초아, 영언의 목소리를 듣는 또 다른 아이 잇따른 의문의 사건들로 선민은 영언의 목소리를 들을 수 있다는 사실이 점점 더 두렵다. 혼란스러워하는 선민에게 같은 반 초아가 다가선다. 어릴 적부터 귀신의 소리를 들을 수 있었다고 고백하는 초아. 초아 역시 죽은 영언의 목소리를 듣고 있었던 것이다. 선민은 초아의 뜻밖의 행동에 적잖이 당황하면서도, 자신의 고민을 나눌 수 있는 상대가 생겼다는 사실에 위로 받는다. 그 무렵 학교 엘리베이터 통로에서는 목이 찢긴 영언의 시신이 발견되고, 선민에게 들리는 영언의 목소리가 기괴하게 변해 가는데...",./static/image_resized/967.jpg
와니와 준하,드라마,김용균,"김희선, 주진모, 최강희, 조승우, 박정환","와니는 대학진학 대신 일을 선택한 현재 6년 경력의 동화부 애니메이터. 성공보다는 일 자체를 사랑하는 와니는 원화부로 옮기는 문제를 망설이고 있다. 그녀를 사랑하는 시나리오 작가 지망생 준하는 춘천 와니의 집에서 지내면서 첫 장편 시나리오 작업에 열중하고 있다. 내성적이고 말수가 적은 와니는 얼핏 차가워 보이지만 속 깊고 여린 성격. 뭔가에 열중하면 일상엔 서툴러지곤 한다. 낭만적이고 장난끼가 많지만 속 깊은 면이 매력인 준하는 그런 와니를 챙겨주면서 그녀 곁에 머물고 있다. 와니의 집 2층에는 잠겨진 방이 하나 있다. 그녀의 이복동생이자 첫사랑이었던 영민의 방... 사랑을 깨닫는 순간 이별을 시작해야만 했었던 아픈 첫사랑을 와니는 차마 정리하지 못한 채 그렇게 간직하고 있었던 것... 그러던 어느날, 영민의 귀국소식이 전해져오고 영민에 대한 외사랑에 마음을 태웠던 소양이 그 집에 찾아오면서 추억의 문도 열리고 만다. 예기치 못한 순간, 첫 사랑의 편린이 와니의 일상에 파고들고. 추억의 애틋함이 일으키는 그녀 마음의 미세한 파장을 이제 준하도 감지하게 되는데...",./static/image_resized/968.jpg
불타는 내 마음,"코미디, 멜로/로맨스",최원섭,"최요한, 김미희","커피 전문점에서 만난 운명 같은 그녀. 병열(최요한)은 보람(김미희)의 마음을 사로잡기 위해 마시지도 못하는 커피를 무려 100잔이나 사 마신다. 하지만 그녀에겐 이미 남친이 있고, 그가 할 수 있는 일이라고는 제발 두 연인이 깨지라는 기도뿐이다. 오매불망 그녀를 바라본 지 어언 3년, 드디어 꿈은 이루어진다. 짝사랑 3년, 불타는 사랑 3년, 합이 6년. 이제 병열에게 남은 것이라고는 반짝반짝 빛나는 대머리 뿐이다. 싸늘히 식어버린 병열과 보람에게 새로운 자극이 필요하게 되면서 서서히 그들에게는 전운이 감돌고, 본격적인 막장 전쟁이 시작되는데… 영화제 소개글. 밝고 건강하면서 섹시한 영화가 가능하다면 바로 이런 작품일 것이다. 애타는 마음으로 ‘보람’을 수년간 짝사랑한 ‘병렬’. 집요한 구애 끝에 마침내 불타는 사랑을 이룬다. 하지만 시간이 흐르며 이들에게도 권태기가 찾아오고, 두 사람은 자주 다툰다. 취업난과 탈모와 그녀를 노리는 경쟁자들에 맞서, 두 사람이 만드는 좌충우돌 러브스토리.",./static/image_resized/969.jpg
달빛 길어올리기,드라마,임권택,"박중훈, 강수연, 예지원, 김동호","임권택의 100 그리고, 첫 번째 영화 (달빛 길어올리기)

달빛이 너무 탐나 물을 길어갔다가 달도 함께 담았네. 물을 비우면 달빛도 사라진다는 것을...

한편 2년 동안 전국을 돌며 한지에 관한 다큐를 찍고 있는 다큐멘터리 감독 지원(강수연)은 우연히 필용와 부딪히며 티격댄다. 그러다 임진왜란 때 불타버린 조선왕조실록 중 유일하게 살아남은 전주사고 보관본을 전통 한지로 복원하는 필용의 계획을 알게 되고 여기에 동참한다. 하지만 필용는 일을 시작했을 때의 마음은 온데 없이 집념인지 집착인지 이 일에 매달리고 지원과의 사이에는 미묘한 기류까지 흘러 아내 효경이 남편의 변화를 눈치챈다. 게다가 한지 복본화 사업이 무산위기까지 놓이는데",./static/image_resized/970.jpg
코알라 키드 : 영웅의 탄생,애니메이션,이경호,"태민, 써니, 윤다훈","2012년 1월, 신나는 3D 사파리 어드벤처가 시작된다!
서커스의 외톨이였던 코알라 쟈니는 어느날 사고로 호주의 대자연에 떨어진다. 그곳에서 쟈니는 욕심쟁이 매니저 하미쉬, 사진기사 히긴스와 함께 우연히 악어 보그 일당으로부터 괴롭힘을 당하는 동물들을 도와주며 졸지에 영웅 ‘코알라 키드’가 된다. 미모의 코알라 미란다를 제외하고 귀여운 코알라 샬롯을 비롯하여 쟈니가 보그 일당으로부터 자신들을 지켜 줄거라 믿는 동물친구들. 그리고 그 틈새시장을 이용해 쟈니의 사진을 찍어 팔기 시작하는 하미쉬와 히긴스. 그러던 어느날 몰래 침입한 보그 일당으로부터 샬롯이 납치당하고 모두들 ‘코알라 키드’인 쟈니에게 샬롯을 구해오라 하는데…
과연 쟈니는 악당 보그를 무르찌고 샬롯을 구하는 진정한 영웅이 될 수 있을까?",./static/image_resized/971.jpg
싸이보그 그녀,"코미디, 멜로/로맨스, SF",곽재용,"아야세 하루카, 코이데 케이스케","축하해 주는 사람 조차 없이 쓸쓸한 20살 생일을 맞이한 대학생 ‘지로’에게 엉뚱하기 그지 없는 여자가 등장한다. 생일 턱을 쏘겠다더니 음식 값도 안내고 튀질 않나, 도망가다 들어간 공연장을 쑥대밭으로 만들질 않나 아무튼 하는 짓 모두가 엽기적이기 그지없다 그렇게 영문도 모를 하룻밤을 보내고는 말도 없이 사라졌던 그녀가 딱 1년 후 돌아온 생일에 다시 나타난다. 하지만 이 여자, 1년 전과는 사뭇 다르다. 말투는 까칠하기 짝이 없고, 힘은 천하장사에 못 먹는 것 없는 천방지축 그녀지만 홀로 지내던 지로는 그녀와 정식으로 사귀기로 하고 동거까지 시작하지만 뽀뽀를 해도 별 느낌이 없다. 왜냐면, 지로의 여친은 싸이보그이니까.",./static/image_resized/972.jpg
노크,"공포(호러), 멜로/로맨스",이주헌,"서우, 김현성, 주민하, 백서빈, 하은설","매일 밤 12시 누군가 그녀의 방을 두드린다!
미대생 정화(서우)는 학교 근처의 작은 아파트로 이사를 하던중 순간적으로 발을 헛디뎌 상자 위에 올려져 있던 조각상이 화단에 떨어뜨린다. 부러진 조각상을 주우려던 그 때 기괴한 문양의 탈이 그려진 부적이 눈에 들어오고, 전시회 과제를 찾고 있던 정화는 부적에 흥미를 느끼게 된다. 이사 후 옆집에서 들려오는 괴상한 노크 소리. 매일 밤 12시 들려오는 옆집의 일정한 노크 소리에 정화는 밤 늦도록 잠을 이루지 못하고 부적을 옆에 놓고 나무 판에 스케치를 하며 탈을 만들기 시작한다. 그러던 어느 날 밤 늦게 귀가하던 정화는 엘리베이터 앞에서 헝클어진 긴 머리에 맨발인 기괴한 여자와 마주친다. 잠시 뒤 엘리베이터에서 내린 그녀는 아무도 없는 조용한 옆집을 노크한다. ‘똑! 똑! 똑 ’두려움에 사로잡힌 정화, 과연 그녀의 앞날은…",./static/image_resized/973.jpg
"동거, 동락","멜로/로맨스, 드라마",김태희,"김청, 조윤희, 정승호, 김동욱, 길해연","영화 <동거,동락>은 가장 은밀한 사생활, 섹스에 대해서 솔직하게 얘기를 나누는 특별한 모녀의 연애를 다룬 영화.

오랜만에 우연히 만난 첫사랑을 다시 놓치고 싶지 않은 소녀 같은 엄마 ‘정임’(김청), 엄마에게 딜도를 선물할줄 아는 센스있는 미대생 딸 ‘유진’(조윤희), 생활비를 벌기 위해 뭐든 다 하는 미대생이자 유진의 남자친구 ‘병석’(김동욱). 영화 <동거,동락>은 이 세 명의 관계를 통해 가장 가깝지만 성에 관한 이야기를 솔직히 주고받지는 못하는 모녀와, 달콤한 연인 사이에도 함께 할 수 없는 고민 등을 통해 요즘 세대의 솔직한 성 이야기를 그리고 있다.",./static/image_resized/974.jpg
비밀,"미스터리, 판타지",박기형,"김승우, 윤미조","..
겨울비가 추적이는 새벽, 생명보험사 보상 담당으로 일상에 지쳐가던 구호는 직장 동료인 현남, 도경과 귀가하던 길에 정체불명의 소녀 미조와 운명적 만남을 갖는다. 기억과 말을 잃어버린 소녀를 보호하게 되는 구호. 그는 신비한 매력의 미조에게 이끌리는 자신이 당혹스럽기만 하다. 구호가 조심스럽게 자신의 감정을 인정하는 순간, 소녀에게 묘한 능력이 생긴다. 그 첫번째는 텔레파시. 구호는 텔레파시를 통해 침묵속에서 소녀의 목소리를 듣는다. 소녀가 경계심을 풀고 구호의 순수한 마음을 받아들이자, 소녀의 초능력은 원격투시의 단계에 이른다. 서로 다른 공간에서 서로의 시야를 공유하면서 완벽한 의사소통을 체험하는 구호와 미조. 두 사람이 사랑을 확인하면서 이제 소녀의 초능력은 물질을 끌어당기는 미지의 에너지로 한 단계 발전한다. 하지만 구호와 미조의 순수한 사랑은 현실 속에서 외면 당하고 현남, 미조의 친구 지영 등 주변인물들에 의해 베일에 싸여있던 소녀의 비밀을 하나둘씩 그 모습을 드러낸다. 구호는 혼란에 휩싸이고 그런 구호를 지켜보면서 소녀의 초능력은 통제불능의 위험한 상황으로 치닫게 된다.",./static/image_resized/975.jpg
최후의 만찬,코미디,손영호,"이종원, 김보성, 조윤희, 이재규","내 인생은 건들면...더 꼬인다 ㅠ_ㅠ 조직간의 세력 싸움을 하던 날. 무식하게 찌르는 것 밖에 모르는 곤봉. 우선 찌르고 봤다. 허걱! 근데 왜 하필이면 그게 적국의 보스냐.. 열라 도망 가다 보니, 갈 곳이 없네. 아..엿. 됐.다. 사랑하는 아내와 배 속에 있던 아이를 살려 보겠다는 노력은 허사가 되고... 의료 사고의 책임을 진 채, 감옥까지 가야 했던 비운의 전직의사 세주. 이제 교도소에서 출소 했지만, 이 책임의 무게를 지고 어떻게 살아가나.. 부모에게 버림 받은 것도 모자라, 하늘도 나를 버렸다. 간 이식을 못하면 위험해지는 재림. 그녀의 위안은 오로지 럭쒸~어리! 명품 쇼핑 뿐!! ‘내일이란 모른다, 우선 긁고 본다’는 사고 방식으로 사고치고 다니던 그녀. 쇼핑에 매진하다 보니 현재는 빚쟁이에 쫓겨 죽도록 달리기에 매진하고 있다! 이 세 사람, 재수없게 마주쳤다가 옴팡지게 재수 좋아졌다!! 서로의 상황이 연민으로 다가온 세 사람. 더 이상 갈 곳이 없다면 호랑이 가죽이라도 남기겠다. 당당히 독대파를 찾아가는 곤봉, 아픈 간을 고치겠다는 재림. 그리고 이제 마음의 굴레를 벗고자 준비하는 세주. 그들에게 옴팡지게 벅찬 희망이 다가온다.",./static/image_resized/976.jpg
은장도,코미디,김성덕,"신애, 송선미, 윤다훈, 오지호","열녀가문의 딸 밤낮없이 꼴리는 하트(hot)한 세상에 떨어지다!! 강간,간통법에 재능있는 민서는 대학진학 위해 은장도 달랑 하나 믿고 야반도주한 대한민국 최고의 열녀가문 딸. 일년동안 줄기차게 따라다녀 이제 막 남자친구로 승격한 주학은 민서의 출생성분과 품속에 지닌 은장도를 알 턱 없으니 호시탐탐 자빠뜨릴 기회만 엿보고 있다. 게다가 꼴림 연구클럽 아담과 이브의 킹카와 가련은 자꾸만 주학을 자극, 가뜩이나 밤낮없이 필받는 그의 물건은 이제 더 이상 참을 수 없을만큼 흥분되었는데... 열녀가문의 딸은 순결지키기에 성공할 수 있을까?",./static/image_resized/977.jpg
아카시아(Acacia),공포(호러),박기형,"심혜진, 김진근, 문우빈","세상에서 가장 단란한 가족... 그들의 정원에는 크고 오래된 아카시아 나무가 있었다. 오래된 아카시아 나무 한 그루가 인상적인 전원주택에서 '미숙'은 산부인과 의사인 남편 ‘도일’과 자상한 시아버지와 함께 행복한 생활을 하고 있다. 자신의 꿈이었던 직물공예 작업을 하며 일상의 즐거움을 누리던 그녀에게도 고민은 있었다. 결혼 생활도 어느덧 10년이 다 되어 가는데 그토록 기다리던 아이 소식이 없었기 때문이다. 남편인 '도일'은 '미숙'에게 더 늦기 전에 입양을 제안하고 '미숙'은 결국, 고민 끝에 아이를 입양하기로 결정한다. 입양문제로 찾아간 보육원에서 한 아이가 그린 묘한 나무 그림에 매료된 '미숙'은 그 그림을 그린 ‘진성’이란 6살 난 남자아이를 입양하게 된다. 아카시아 나무와 대화를 나누는 아이, 나무를 엄마라고 부르는 아이.. 소리 없는 공포가 조금씩 다가오기 시작한다... 유난히 말이 없고 내성적인 ‘진성’은 가족들과 어울리지 못하고 매일 정원에 있는 아카시아 나무 곁에서만 맴돈다. ‘진성’은 혼자 나무그림만 그리고 그 그림 위에 죽은 벌레를 붙여놓는 등 이해할 수 없는 돌출행동들로 ‘미숙’의 애를 태운다. ‘미숙’과 ‘도일’은 그런 ‘진성’을 친자식처럼 사랑하려 하지만 날이 갈수록 ‘진성’의 어두운 성격과 이상한 행동은 도를 넘어선다. 그러던 어느 날, 천둥, 번개가 심하게 치던 날밤, ‘진성’이 갑자기 사라지게 되고... 그 이후로 바짝 메말라 잎도 하나 없던 아카시아 나무에는 꽃이 피기 시작한다. 단란했던 가족들에게 밀려오는 끔찍한 일들은 걷잡을 수 없이 빠른 속도로 그들을 파멸로 몰고 가는데...",./static/image_resized/978.jpg
역전에 산다,코미디,박용운,"김승우, 하지원, 강성진, 고호경","이보다 더 꼬일 순 없다! 어릴 적 골프 신동에서 지금은 불량인생을 살고 있는 증권사 영업사원 강승완. 눈치 없고 순진한 탓에 직장에서 왕따로 군림하고 있는 승완은 조폭 마강성의 투자금을 부도된 회사에 몰빵한 죄로 쫓기는 신세이다. 결국 마강성에 붙잡혀 죽지 않을 만큼 맞던 날, 자포자기 심정으로 터널 속을 질주하던 승완은 자신과 똑같이 생긴 한 남자와 맞부딪힌다. 서로를 쳐다보며 각자 놀라는 두 명의 승완! 너무 놀란 승완은 그만 터널 벽과 충돌하는데... 눈 떠 보니 딴 세상?! 정신을 차린 승완. 사지도 멀쩡한 게, 그냥 꿈이었나...라고 생각하던 찰나, 길거리의 사람들이 승완에게 달려든다. 게다가 광화문 거리에 웬 공원이 있는거야? 승완은 그제서야 전광판을 가득 매운 자신의 광고사진을 보고 놀란다. 여기는 바로 승완이 포기했던 골프 스타의 꿈이 이루어진 또 다른 세계. 사태파악 못한 승완 앞에 나타난 한 여인. 다짜고짜 뺨을 때리는 그녀는 바로 그녀의 아내 한지영. 스타인 것까지는 좋았는데 이 세계의 강승완은 바로 천하의 바람둥이였던 것. 인기 여배우와 바람난 남편 승완을 무작정 바가지 긁는 아내 한지영과 뺨까지 맞았건만 첫눈에 그녀에게 반해버린 가짜(?) 남편 강승완은 졸지에 동거 아닌 동거에 들어간다. 뒤바뀐 세상, 뒤바뀐 여자! 이렇게 좋을 수가~! 남편인 줄 알고 막 대하는 지영과 평소와는 달리 말끝마다 존대말과 어리숙한 표정을 짓는 승완. 남편이 바뀐 줄 모르고 침대에서 거칠 것 없는 잠버릇으로 승완을 자극(?)하는 지영은 갑자기 착해져버린 승완의 모습에 이혼 초읽기에 들어갔던 마음이 흔들리기 시작하고, 승완 역시 어여쁜 마누라에 으리으리한 대저택까지 뒤바뀐 세계에 적응하기 시작한다. 하지만 세상에 어찌 좋은 일만 있으랴! 코 앞에 세계 챔피언 빌잭슨과의 골프 대결이 떡 하니 기다리고 있는 것. 골프채를 놓은 지 어~언 10년도 지난 그가 어떻게 세계 챔피언을 이긴단 말인가? 하지만 이제 막 자신에게 맘을 연 지영에게 자신의 진짜 정체를 들킬 수는 없는 법. 죽도록 연습해서 꼭 우승을 해야한다! 승완은 진정한 인생역전을 이룰 것인가? 그의 역전 스토리는 이제부터 시작이다.",./static/image_resized/979.jpg
하늘정원,드라마,이동현,"안재욱, 이은주, 박정우, 최성","<하늘정원>은 말합니다. 다양한 사랑을 말하고, 다양한 삶을 말합니다. 그 모든 것이 행복으로 충만하며, 유머로 가득합니다. 그리고... 우리는 우리를 위해 눈물을 흘립니다. 사랑 #-1 주변을 늘 환하게 만드는 영주는 메이크업 아티스트. 불의를 보면 참지 못하는 성격 탓에 하루아침에 백수가 된다. 차가운 대지를 녹여주는 봄비 같은 그녀지만 그녀에게는 말 못할 비밀이 한가지 있다. 그건 바로 주어진 시간이 많지 않다는 것. 어릴 때의 상처 때문에 아픈 가슴으로 살아가는 오성. 직업이 의사인 탓에 늘 떠나보내는 것에 대해 막연한 두려움을 갖고 있는 그는, 그 어떤 것에도 먼저 손 내밀지 못하고 바라만 보는 것에 익숙하다. 어느 날, 뜻하지 않은 장소에서 우연히 만나게 된 이들… 영주는 오성을 마음에 초대하고 오성은 설레는 마음으로 영주를 지켜보며 첫사랑을 시작한다. 하지만 영주의 비밀을 알게 된 오성. 또다시 찾아올 이별이 두려워 눈앞에 다가온 사랑을 애써 회피하는데... 사랑 #-2 '하늘정원'에는 다양한 사람들이 모여있다. 꼬마 '노아'부터 나이 지긋한 노인 '백구'까지... 그들은 서로 다른 이야기를 품고 있다. 자신에게는 아주 소중하지만, 타인에게는 웃음거리로 비춰질 이야기들... 그래서 그들은 서로에게 투정하고, 서로에게 비아냥거리며 지낸다. 하지만 시간이 지나면서 이들은 같은 이야기를 품게 된다. '하늘정원'이 만든 이들의 추억은 우리에게 가장 소중한 기억으로 남겨질 또 하나의 애틋함으로 발전하는데… 그리고 남은 이야기들...",./static/image_resized/980.jpg
